rowid,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0,tce_time0_err,tce_duration,tce_duration_err,av_training_set
5681,8230616,2,6.827740,1.637110000e-05,2.45496e+06,1.812350000e-03,2.3200,1.1250000e-01,PC
5682,8259713,1,27.879800,2.236620000e-04,2.45497e+06,6.470020000e-03,6.9070,5.8480000e-01,PC
5683,8277797,1,4.337220,4.472820000e-06,2.45497e+06,6.873740000e-04,2.4890,5.9640000e-02,PC
5684,8277797,2,1.653890,3.618560000e-06,2.45497e+06,8.155320000e-04,1.6490,3.5850000e-02,PC
5685,8278073,1,12.073200,1.384690000e-04,2.45498e+06,9.497600000e-03,4.1170,1.0440000e+00,PC
5686,8278371,1,0.677337,5.008130000e-06,2.45496e+06,1.320440000e-03,1.7480,3.2890000e-01,PC
5687,8323764,1,6.714240,4.051210000e-06,2.45497e+06,5.946270000e-04,3.3700,3.9950000e-02,PC
5688,8332521,2,14.745100,1.598490000e-04,2.45497e+06,8.612960000e-03,4.6800,9.6330000e-01,PC
5689,8344004,1,5.996520,7.490070000e-06,2.45497e+06,9.497000000e-04,3.2360,2.6920000e-01,PC
5690,8344004,2,2.061890,5.416400000e-06,2.45497e+06,1.308120000e-03,1.9480,2.0550000e-01,PC
5691,8429314,1,115.687000,8.156490000e-04,2.45508e+06,5.508620000e-03,4.7510,8.8700000e-01,PC
5692,8197406,1,4.154710,1.091700000e-06,2.45497e+06,1.384020000e-04,1.2110,2.8950000e-02,PC
5693,8260218,1,5.714820,9.501480000e-07,2.45497e+06,1.288470000e-04,3.1430,2.4710000e-02,PC
5694,8278685,1,10.861500,1.188260000e-04,2.45497e+06,8.882710000e-03,5.7270,4.1470000e-01,PC
5695,8280511,1,10.435500,2.860420000e-05,2.45497e+06,2.189970000e-03,3.5590,3.2590000e-01,PC
5696,8367113,1,24.315800,6.993600000e-05,2.45497e+06,2.361670000e-03,4.0550,4.3340000e-01,PC
5697,8397947,1,3.380830,2.509010000e-05,2.45497e+06,5.214600000e-03,3.2500,2.8390000e-01,PC
5698,8231667,1,42.877700,2.324960000e-04,2.45499e+06,4.883040000e-03,1.9320,9.3330000e-01,PC
5699,8247638,1,16.514100,3.611550000e-05,2.45498e+06,1.825990000e-03,4.2180,3.3390000e-01,PC
5700,8247638,2,30.132900,1.038850000e-04,2.45499e+06,2.937250000e-03,5.3890,2.2630000e-01,PC
5701,8280511,2,7.410900,2.742770000e-05,2.45497e+06,2.805380000e-03,3.2880,1.1950000e-01,PC
5702,8280511,3,5.249750,2.688380000e-05,2.45497e+06,3.788170000e-03,2.5250,1.2870000e-01,PC
5703,8280511,4,21.720400,1.915580000e-04,2.45497e+06,7.632320000e-03,3.1560,8.5970000e-01,PC
5704,8324518,1,1.628870,8.838550000e-06,2.45497e+06,2.175390000e-03,1.7220,1.0080000e-01,PC
5705,8345384,1,42.100500,9.899790000e-05,2.45498e+06,1.942470000e-03,1.0910,8.9760000e-02,PC
5706,8367644,1,22.085500,4.041060000e-05,2.45497e+06,1.627110000e-03,2.1110,3.5110000e-01,PC
5707,8374077,1,16.295500,1.813160000e-04,2.45497e+06,9.914090000e-03,4.7660,1.5600000e+00,PC
5708,8409295,1,82.293400,1.166480000e-03,2.45505e+06,1.115040000e-02,7.2370,1.4820000e+00,PC
5709,8463346,1,16.797100,7.024700000e-05,2.45497e+06,3.420780000e-03,3.1490,5.6860000e-01,PC
5710,8463346,2,64.002500,6.214660000e-04,2.45497e+06,7.424300000e-03,4.6480,1.3760000e+00,PC
5711,8197761,1,9.868670,2.056070000e-06,2.45497e+06,1.654540000e-04,2.8470,8.3370000e-03,PC
5712,8233326,1,3.740990,3.858650000e-05,2.45497e+06,6.896380000e-03,4.0260,5.5760000e-01,PC
5713,8247638,3,99.641300,5.495380000e-04,2.45503e+06,4.317620000e-03,4.6110,5.7790000e-01,PC
5714,8247638,4,4.790880,2.045070000e-05,2.45496e+06,3.059570000e-03,2.9460,5.4460000e-01,PC
5715,8247770,1,8.281630,4.644110000e-05,2.45497e+06,4.420900000e-03,3.4690,2.0160000e-01,PC
5716,8247771,1,1.118550,4.901650000e-06,2.45496e+06,1.152660000e-03,1.5310,9.2770000e-02,PC
5717,8260902,1,38.671500,2.157040000e-04,2.45499e+06,4.734710000e-03,5.3380,1.1180000e+00,PC
5718,8261920,1,6.693330,1.825050000e-05,2.45497e+06,2.037430000e-03,1.8940,2.3140000e-01,PC
5719,8280511,5,17.453500,1.905350000e-04,2.45498e+06,8.950820000e-03,3.8290,2.4630000e-01,PC
5720,8282651,1,2.361720,3.493410000e-06,2.45497e+06,6.656550000e-04,1.2350,4.0880000e-02,PC
5721,8326342,1,14.407900,7.846780000e-06,2.45498e+06,4.341480000e-04,2.4140,4.3020000e-02,PC
5722,8346392,1,5.728130,1.622080000e-05,2.45497e+06,2.024450000e-03,2.1480,4.7620000e-01,PC
5723,8349399,1,56.446800,8.367450000e-04,2.45500e+06,1.121560000e-02,7.3650,1.0490000e+00,PC
5724,8410415,1,44.299200,2.167580000e-04,2.45497e+06,4.009450000e-03,4.3720,1.2300000e+00,PC
5725,8410727,1,11.476100,4.974230000e-05,2.45497e+06,3.548060000e-03,4.9300,2.6390000e-01,PC
5726,8429817,1,6.263490,1.029080000e-06,2.45497e+06,1.047280000e-04,1.1110,3.1040000e-02,PC
5727,8478994,1,39.792200,1.594720000e-05,2.45497e+06,3.305030000e-04,4.4930,6.0510000e-02,PC
5728,8478994,2,21.301900,4.265440000e-05,2.45498e+06,1.642420000e-03,3.8580,5.0740000e-02,PC
5729,8189801,1,0.666826,3.241060000e-06,2.45496e+06,4.339700000e-04,0.8429,2.6210000e-02,PC
5730,8197793,1,15.231100,1.323060000e-04,2.45498e+06,7.067810000e-03,3.9900,1.0070000e+00,PC
5731,8233702,1,41.697700,2.281130000e-04,2.45497e+06,4.598250000e-03,5.4150,1.0790000e+00,PC
5732,8261920,2,15.450000,7.007230000e-05,2.45498e+06,3.684240000e-03,1.7130,1.6590000e-01,PC
5733,8261920,3,33.136100,2.775060000e-04,2.45497e+06,7.065820000e-03,4.7240,4.9650000e-01,PC
5734,8282846,1,133.304000,1.061240000e-03,2.45500e+06,6.529750000e-03,7.3720,1.2380000e+00,PC
5735,9447166,1,62.868800,6.676940000e-04,2.45500e+06,8.418560000e-03,5.7940,5.3920000e-01,PC
5736,9466668,1,3.388030,8.000670000e-06,2.45497e+06,1.461980000e-03,2.6330,1.1080000e-01,PC
5737,9466668,2,5.839080,2.209340000e-05,2.45497e+06,2.679410000e-03,3.1250,3.0790000e-01,PC
5738,9466668,3,10.681700,5.394350000e-05,2.45496e+06,4.016540000e-03,3.5650,4.6540000e-01,PC
5739,9466668,4,1.620470,5.942360000e-06,2.45497e+06,1.566530000e-03,2.1440,1.1250000e-01,PC
5740,9474756,1,6.684900,6.916420000e-05,2.45497e+06,7.952470000e-03,3.7300,3.8420000e-01,PC
5741,9474756,2,17.606300,2.790680000e-04,2.45498e+06,1.289260000e-02,5.7560,1.4070000e+00,PC
5742,9530945,1,17.406600,3.557110000e-05,2.45497e+06,1.685440000e-03,7.1940,1.5040000e-01,PC
5743,9530945,2,7.693610,1.896450000e-05,2.45497e+06,1.896600000e-03,5.2320,1.7940000e-01,PC
5744,9607164,1,14.034900,2.460960000e-05,2.45498e+06,1.348990000e-03,3.5850,3.5670000e-01,PC
5745,9285265,1,16.586000,1.849240000e-04,2.45497e+06,9.212880000e-03,6.9540,1.2720000e+00,PC
5746,9285265,2,61.568900,1.304790000e-03,2.45502e+06,1.539310000e-02,9.0910,3.0200000e+00,PC
5747,9334289,3,12.412100,6.155920000e-05,2.45498e+06,4.062120000e-03,4.0870,3.2240000e-01,PC
5748,9334893,1,16.667300,9.287750000e-05,2.45497e+06,4.507570000e-03,3.2750,3.6650000e-01,PC
5749,9351920,1,8.796140,3.114810000e-05,2.45497e+06,2.803290000e-03,3.3730,2.9730000e-01,PC
5750,9391506,1,15.749600,4.587840000e-05,2.45497e+06,2.459650000e-03,4.5730,5.8220000e-01,PC
5751,9391817,1,140.882000,1.798300000e-03,2.45508e+06,1.043620000e-02,10.9400,8.6680000e-01,PC
5752,9411166,2,105.655000,6.384950000e-04,2.45506e+06,4.984950000e-03,9.2220,1.0700000e+00,PC
5753,9475552,1,0.843370,2.035450000e-06,2.45496e+06,4.352470000e-04,1.4160,4.9040000e-02,PC
5754,9475552,2,6.566070,1.490240000e-05,2.45497e+06,1.695890000e-03,1.7250,8.7290000e-02,PC
5755,9491832,1,49.564700,6.318230000e-04,2.45500e+06,9.754660000e-03,8.5190,8.5940000e-01,PC
5756,9579641,1,5.412200,2.585320000e-06,2.45497e+06,3.285830000e-04,3.0930,4.8930000e-02,PC
5757,9579641,2,7.125950,1.165610000e-05,2.45496e+06,1.190900000e-03,2.8710,9.0980000e-02,PC
5758,9336200,1,1.755850,4.530650000e-06,2.45497e+06,1.045660000e-03,1.7730,7.5030000e-02,PC
5759,9353314,1,5.185010,8.617120000e-06,2.45496e+06,1.150310000e-03,2.3140,2.5150000e-01,PC
5760,9353742,1,0.938750,2.130900000e-06,2.45496e+06,4.771540000e-04,1.3620,2.7370000e-02,PC
5761,9411412,1,2.892230,5.470880000e-06,2.45497e+06,9.979130000e-04,1.4150,6.2270000e-02,PC
5762,9450647,1,9.940660,6.457360000e-06,2.45497e+06,5.078030000e-04,4.0570,8.5730000e-02,PC
5763,9467404,1,0.929895,2.112770000e-06,2.45497e+06,4.841870000e-04,1.4940,4.0140000e-02,PC
5764,9478990,1,21.087200,4.687130000e-06,2.45497e+06,1.647050000e-04,5.9420,2.0190000e-02,PC
5765,9479273,1,6.104850,2.472210000e-06,2.45497e+06,2.965030000e-04,4.6810,9.2660000e-02,PC
5766,9532052,1,15.725800,5.865110000e-05,2.45497e+06,3.449180000e-03,3.9130,5.3760000e-01,PC
5767,9595827,1,3.905080,1.685580000e-07,2.45497e+06,2.909600000e-05,2.8510,6.6600000e-03,PC
5768,9266431,1,18.396300,2.360310000e-05,2.45498e+06,1.012180000e-03,2.6120,1.6950000e-01,PC
5769,9412623,1,6.108180,4.363930000e-05,2.45496e+06,5.275260000e-03,3.5320,1.6150000e-01,PC
5770,9412760,1,9.387420,1.414390000e-05,2.45497e+06,1.151270000e-03,1.4120,5.1960000e-02,PC
5771,9412760,2,7.415580,3.322170000e-05,2.45497e+06,3.288220000e-03,1.8860,9.0310000e-02,PC
5772,9451706,1,29.393300,4.189140000e-05,2.45498e+06,1.157850000e-03,6.9810,2.2340000e-01,PC
5773,9509343,1,6.392730,3.280510000e-05,2.45497e+06,3.837410000e-03,2.2830,7.9560000e-01,PC
5774,9512687,1,11.515200,1.372010000e-05,2.45497e+06,9.596080000e-04,2.0390,2.5060000e-01,PC
5775,9580167,1,0.827148,4.005130000e-06,2.45497e+06,7.539420000e-04,1.3050,4.3670000e-02,PC
5776,9364290,1,5.262070,2.322080000e-05,2.45497e+06,3.216390000e-03,3.2690,2.2720000e-01,PC
5777,9364290,2,12.162800,5.511970000e-05,2.45497e+06,3.608940000e-03,1.9640,2.1690000e-01,PC
5778,9395024,1,4.370330,1.754460000e-05,2.45496e+06,2.768970000e-03,2.8800,4.3310000e-01,PC
5779,9413156,1,3.834830,2.074050000e-05,2.45497e+06,3.639250000e-03,1.5100,3.2300000e-01,PC
5780,9451706,2,48.630300,8.461210000e-05,2.45501e+06,1.288170000e-03,6.9610,3.1990000e-01,PC
5781,9451706,3,14.436000,3.915140000e-05,2.45497e+06,2.153670000e-03,3.4100,1.1780000e-01,PC
5782,9452897,1,36.765800,2.947910000e-04,2.45499e+06,6.656030000e-03,3.0810,7.6070000e-01,PC
5783,9468551,1,1.638620,7.378510000e-06,2.45497e+06,1.961350000e-03,1.8660,1.3460000e-01,PC
5784,9480189,1,6.581470,4.873700000e-06,2.45497e+06,5.123100000e-04,3.2800,1.0340000e-01,PC
5785,9480189,2,24.664500,3.262580000e-05,2.45497e+06,9.240180000e-04,2.6620,3.2760000e-01,PC
5786,9480189,3,2.382640,3.346180000e-06,2.45497e+06,6.911100000e-04,1.8310,7.0640000e-02,PC
5787,9512981,1,281.563000,4.247440000e-04,2.45519e+06,7.625260000e-04,8.8240,8.1240000e-02,PC
5788,9513865,1,3.601470,4.562290000e-06,2.45497e+06,8.212750000e-04,2.2510,1.7140000e-01,PC
5789,9549648,1,5.991860,7.286100000e-06,2.45497e+06,8.684980000e-04,1.6690,5.2200000e-02,PC
5790,9580992,1,37.804000,1.991930000e-04,2.45499e+06,4.207310000e-03,3.2770,8.7120000e-01,PC
5791,9269042,1,12.001000,5.945760000e-05,2.45498e+06,3.808070000e-03,3.6320,5.2460000e-01,PC
5792,9289704,1,34.135700,4.391460000e-04,2.45499e+06,1.065210000e-02,9.6230,5.6300000e-01,PC
5793,9364609,1,14.974400,4.859080000e-05,2.45497e+06,2.678040000e-03,2.3920,1.5270000e-01,PC
5794,9395719,1,2.607490,6.430270000e-06,2.45496e+06,1.179780000e-03,1.2800,1.1040000e-01,PC
5795,9414417,1,53.505800,1.363440000e-04,2.45501e+06,2.115340000e-03,10.5500,2.0530000e-01,PC
5796,9480310,1,15.434000,3.579400000e-05,2.45496e+06,2.005650000e-03,4.3020,2.1870000e-01,PC
5797,9480535,1,160.132000,1.657970000e-03,2.45504e+06,6.681690000e-03,13.5900,6.2260000e-01,PC
5798,9514372,1,145.787000,1.437240000e-03,2.45505e+06,8.010960000e-03,5.4460,5.2210000e-01,PC
5799,9517393,1,219.322000,9.230230000e-04,2.45515e+06,2.207890000e-03,12.3000,3.0170000e-01,PC
5800,9517393,2,56.777200,2.968880000e-04,2.45501e+06,4.092510000e-03,6.6750,8.4260000e-01,PC
5801,9532603,1,14.555400,1.203200000e-04,2.45497e+06,7.914360000e-03,2.1360,1.1930000e+00,PC
5802,9581589,1,5.191950,5.171100000e-05,2.45497e+06,7.208170000e-03,3.8870,2.2030000e-01,PC
5803,9583881,1,18.009300,1.022390000e-05,2.45498e+06,4.773840000e-04,4.9230,7.3250000e-02,PC
5804,9631762,1,10.355800,1.560900000e-05,2.45497e+06,1.202250000e-03,2.8090,2.2840000e-01,PC
5805,9631995,1,7.891450,6.984190000e-07,2.45497e+06,6.668560000e-05,4.3370,9.7990000e-03,PC
5806,9269281,1,5.823520,1.125600000e-05,2.45497e+06,1.589090000e-03,2.1870,2.4100000e-01,PC
5807,9366617,1,26.549000,3.265010000e-04,2.45497e+06,1.037440000e-02,8.0430,7.2610000e-01,PC
5808,9415108,1,4.510050,1.126510000e-05,2.45497e+06,1.730280000e-03,2.1340,1.3260000e-01,PC
5809,9415172,1,9.946000,2.048300000e-05,2.45496e+06,1.650160000e-03,3.5200,2.6200000e-01,PC
5810,9455325,1,9.767860,9.246880000e-06,2.45497e+06,7.346760000e-04,1.9530,6.9640000e-02,PC
5811,9455556,1,6.626430,1.373100000e-05,2.45497e+06,1.631550000e-03,3.2180,4.3780000e-01,PC
5812,9455556,2,3.701190,1.259920000e-05,2.45497e+06,2.241260000e-03,2.6700,4.2600000e-01,PC
5813,9455677,1,124.828000,1.238890000e-03,2.45504e+06,7.401830000e-03,6.4710,1.7010000e+00,PC
5814,9471268,1,2.248300,2.493320000e-06,2.45497e+06,5.376630000e-04,2.0310,2.6500000e-02,PC
5815,9518318,1,6.511110,8.794900000e-06,2.45496e+06,1.004360000e-03,1.7230,2.3810000e-01,PC
5816,9518318,2,23.851600,6.135860000e-05,2.45498e+06,2.198900000e-03,2.4810,4.6110000e-01,PC
5817,9597058,1,12.057100,1.355320000e-05,2.45497e+06,8.881330000e-04,2.3040,8.7370000e-02,PC
5818,9634821,1,73.757800,2.156890000e-04,2.45502e+06,2.372450000e-03,2.7330,4.6060000e-01,PC
5819,9634821,2,5.477140,9.133990000e-06,2.45497e+06,1.236330000e-03,1.4270,8.7580000e-02,PC
5820,9271752,1,11.361100,2.281510000e-05,2.45497e+06,1.476010000e-03,4.1160,5.2420000e-01,PC
5821,9272070,1,8.105150,5.434110000e-05,2.45497e+06,5.248520000e-03,4.5200,5.9110000e-01,PC
5822,9345933,1,13.015200,1.094700000e-04,2.45497e+06,6.886220000e-03,3.5930,1.0870000e+00,PC
5823,9401997,1,32.296800,2.194010000e-04,2.45497e+06,5.597080000e-03,4.6870,8.6030000e-01,PC
5824,9415172,2,1.045610,5.177790000e-06,2.45496e+06,1.435520000e-03,1.7620,3.5730000e-01,PC
5825,9415172,3,5.714720,2.613100000e-05,2.45497e+06,3.431900000e-03,2.1650,2.9260000e-01,PC
5826,9456281,1,0.701953,6.029050000e-06,2.45496e+06,8.938120000e-04,0.9756,5.3620000e-02,PC
5827,9471268,2,4.580350,5.872820000e-06,2.45497e+06,8.806410000e-04,2.1500,1.0340000e-01,PC
5828,9471268,3,6.766900,1.200190000e-05,2.45497e+06,1.321920000e-03,1.5990,8.2810000e-02,PC
5829,9532710,1,5.242450,3.048250000e-05,2.45497e+06,5.344050000e-03,6.0510,3.4530000e-01,PC
5830,9634821,3,8.562690,1.828850000e-05,2.45497e+06,1.761280000e-03,1.4850,1.1350000e-01,PC
5831,9635606,1,48.888000,3.978170000e-04,2.45499e+06,6.746600000e-03,4.5730,8.3980000e-01,PC
5832,9277896,1,4.594950,1.176850000e-05,2.45497e+06,1.792010000e-03,2.8560,9.3030000e-02,PC
5833,9347009,1,19.329500,6.589310000e-05,2.45497e+06,2.679240000e-03,3.8210,4.5200000e-01,PC
5834,9418508,1,11.018400,7.358800000e-05,2.45497e+06,8.718280000e-03,2.6610,2.3580000e-01,PC
5835,9589323,1,3.949620,4.747070000e-06,2.45497e+06,7.602450000e-04,1.6060,1.0960000e-01,PC
5836,9589524,1,22.184300,2.399730000e-05,2.45499e+06,8.288430000e-04,3.1470,1.8940000e-01,PC
5837,9590976,1,5.374920,1.138350000e-05,2.45497e+06,1.544780000e-03,4.0120,1.5140000e-01,PC
5838,9597345,1,44.699700,1.104510000e-04,2.45501e+06,2.076790000e-03,6.3810,2.3680000e-01,PC
5839,9597345,2,3.619290,6.571350000e-06,2.45496e+06,1.243470000e-03,3.0210,5.5350000e-02,PC
5840,9636135,1,5.833790,1.600880000e-05,2.45497e+06,2.040380000e-03,3.8350,6.3560000e-01,PC
5841,9636135,2,2.421480,1.308320000e-05,2.45497e+06,3.068330000e-03,2.7000,1.2520000e-01,PC
5842,9278216,1,9.453190,8.709210000e-05,2.45497e+06,7.330200000e-03,3.0440,5.1300000e-01,PC
5843,9305831,1,3.246730,3.540110000e-07,2.45497e+06,7.154560000e-05,3.1330,1.3500000e-02,PC
5844,9489524,1,16.332700,3.281810000e-05,2.45497e+06,1.679110000e-03,2.0640,9.3880000e-02,PC
5845,9489524,2,10.055500,3.684880000e-05,2.45497e+06,2.929830000e-03,2.7870,1.4100000e-01,PC
5846,9533489,1,197.145000,1.704970000e-04,2.45513e+06,4.841610000e-04,1.7130,1.0550000e-01,PC
5847,9569711,1,6.059240,7.651100000e-06,2.45497e+06,9.085950000e-04,1.3390,1.4710000e-01,PC
5848,9590976,2,8.586000,3.487250000e-05,2.45497e+06,3.212030000e-03,3.4560,3.0880000e-01,PC
5849,9590976,3,3.886870,1.929230000e-05,2.45497e+06,3.334670000e-03,3.6390,1.2710000e-01,PC
5850,9597345,3,124.525000,7.413820000e-04,2.45509e+06,4.427810000e-03,9.8180,6.1110000e-01,PC
5851,9405595,1,23.359300,1.075360000e-04,2.45498e+06,3.733490000e-03,4.6540,8.6970000e-01,PC
5852,9425139,1,305.076000,3.776840000e-04,2.45513e+06,9.041520000e-04,5.9160,2.1870000e-01,PC
5853,9457728,1,4.379890,3.550790000e-05,2.45497e+06,5.384520000e-03,5.0800,3.1580000e-01,PC
5854,9489524,3,6.887290,3.094020000e-05,2.45497e+06,3.370030000e-03,2.3040,1.1360000e-01,PC
5855,9489524,4,4.788460,2.176650000e-05,2.45497e+06,3.148580000e-03,2.1490,1.0470000e-01,PC
5856,9520838,1,105.304000,3.674020000e-04,2.45504e+06,2.972660000e-03,6.2810,4.4560000e-01,PC
5857,9570741,1,15.779800,4.529550000e-05,2.45498e+06,2.375350000e-03,4.2170,3.5620000e-01,PC
5858,9597806,1,5.101350,6.668830000e-06,2.45497e+06,1.012300000e-03,2.6080,2.3330000e-01,PC
5859,9278725,1,1.104460,2.388610000e-06,2.45497e+06,4.694090000e-04,1.1950,3.1680000e-02,PC
5860,9279354,1,2.800100,3.110610000e-06,2.45497e+06,5.112900000e-04,1.0670,5.7210000e-02,PC
5861,9279669,1,3.722170,3.200920000e-06,2.45497e+06,5.607290000e-04,1.9630,7.4900000e-02,PC
5862,9347899,1,20.860200,2.549440000e-05,2.45497e+06,1.001670000e-03,5.2660,2.4920000e-01,PC
5863,9347899,2,42.634200,8.589350000e-05,2.45497e+06,1.738870000e-03,6.2450,4.0720000e-01,PC
5864,9347899,3,87.647500,4.439770000e-04,2.45497e+06,4.409680000e-03,8.6650,1.0870000e+00,PC
5865,9347899,4,9.617300,1.165340000e-04,2.45497e+06,9.689660000e-03,3.9300,5.6330000e-01,PC
5866,9406990,1,20.834200,5.605450000e-05,2.45497e+06,2.283720000e-03,4.0520,6.1370000e-01,PC
5867,9457948,1,19.252700,2.405260000e-04,2.45498e+06,1.029970000e-02,4.8160,7.4370000e-01,PC
5868,9458343,1,11.895200,5.958590000e-05,2.45497e+06,3.983130000e-03,3.6450,4.4650000e-01,PC
5869,9458613,1,21.775700,3.932550000e-05,2.45498e+06,1.479900000e-03,8.0740,1.7140000e-01,PC
5870,9471974,1,49.184000,3.855880000e-05,2.45497e+06,6.512070000e-04,11.6000,6.2550000e-02,PC
5871,9527334,1,8.313780,5.205230000e-06,2.45497e+06,4.936880000e-04,3.0600,1.1120000e-01,PC
5872,9527915,1,13.221800,1.211070000e-05,2.45497e+06,7.519550000e-04,2.8100,1.7180000e-01,PC
5873,9536108,1,10.430000,6.706590000e-05,2.45497e+06,5.136980000e-03,1.7870,2.9870000e-01,PC
5874,9571186,1,34.952600,1.095590000e-04,2.45500e+06,2.570700000e-03,1.2750,1.6180000e-01,PC
5875,9573539,1,10.045600,7.215060000e-06,2.45497e+06,5.475540000e-04,3.3730,8.6280000e-02,PC
5876,9573685,1,5.945640,1.256030000e-05,2.45497e+06,1.543180000e-03,2.1290,1.0880000e-01,PC
5877,9280239,1,364.742000,4.746780000e-03,2.45497e+06,8.181750000e-03,12.2700,1.1040000e+00,PC
5878,9458613,2,41.027700,1.927350000e-04,2.45496e+06,3.877470000e-03,10.6300,2.4700000e-01,PC
5879,9458613,3,31.784800,1.541540000e-04,2.45497e+06,3.953050000e-03,9.5130,2.5270000e-01,PC
5880,9458613,4,13.175600,4.975450000e-05,2.45498e+06,2.963740000e-03,6.6930,3.4870000e-01,PC
5881,9458613,5,5.668150,4.103090000e-05,2.45496e+06,5.380720000e-03,4.7390,1.7650000e-01,PC
5882,9471974,2,190.323000,6.054550000e-04,2.45515e+06,2.187810000e-03,15.1800,1.6160000e-01,PC
5883,9472000,1,31.588900,1.230950000e-04,2.45499e+06,3.141040000e-03,3.3820,4.5640000e-01,PC
5884,9472074,1,0.558848,3.983870000e-06,2.45496e+06,6.540250000e-04,1.1660,1.1550000e-01,PC
5885,9574158,1,15.921000,4.711020000e-05,2.45498e+06,2.382330000e-03,1.6820,2.4900000e-01,PC
5886,9574179,1,3.988620,2.970280000e-05,2.45497e+06,5.188100000e-03,3.5310,2.3090000e-01,PC
5887,9575728,1,2.641780,1.384770000e-05,2.45497e+06,2.919940000e-03,2.1410,2.3850000e-01,PC
5888,9592705,1,10.275300,1.299640000e-05,2.45497e+06,1.026470000e-03,6.3670,9.5160000e-02,PC
5889,9282853,1,83.501600,2.295870000e-03,2.45500e+06,2.276720000e-02,14.8700,1.7820000e+00,PC
5890,9307509,1,9.762970,4.013150000e-05,2.45497e+06,3.184690000e-03,3.1160,4.2320000e-01,PC
5891,9349482,1,110.964000,8.015690000e-04,2.45502e+06,5.632750000e-03,12.7700,5.1460000e-01,PC
5892,9349757,1,36.433800,2.989540000e-04,2.45497e+06,7.035950000e-03,4.9410,5.0340000e-01,PC
5893,9427402,1,6.247010,6.359850000e-06,2.45497e+06,7.861360000e-04,1.4850,1.1750000e-01,PC
5894,9473078,1,0.693834,3.969130000e-06,2.45497e+06,7.941310000e-04,1.3000,3.6960000e-01,PC
5895,9602613,1,4.612260,2.853540000e-05,2.45497e+06,4.064770000e-03,2.6290,1.3430000e-01,PC
5896,9602613,2,7.573010,5.464570000e-05,2.45496e+06,5.181860000e-03,2.7540,1.9710000e-01,PC
5897,9388479,1,9.467810,6.208450000e-06,2.45497e+06,5.031480000e-04,2.5430,1.1370000e-01,PC
5898,9578686,1,21.385200,3.847270000e-05,2.45497e+06,1.479120000e-03,4.0440,3.1670000e-01,PC
5899,9593528,1,1.886420,3.326450000e-06,2.45497e+06,4.793580000e-04,0.8530,8.4790000e-02,PC
5900,9605514,1,40.715600,2.076610000e-04,2.45498e+06,4.113180000e-03,6.9560,1.0220000e+00,PC
5901,9605514,2,25.847500,1.383170000e-04,2.45497e+06,3.965750000e-03,5.9350,1.0390000e+00,PC
5902,9605514,3,66.788900,6.623050000e-04,2.45502e+06,8.138050000e-03,3.7740,1.3750000e+00,PC
5903,9283156,1,5.224090,2.479280000e-05,2.45497e+06,3.449760000e-03,2.5290,1.2230000e-01,PC
5904,9351316,1,18.784200,5.458600000e-05,2.45497e+06,2.379690000e-03,3.1720,4.3090000e-01,PC
5905,9388479,2,0.893043,1.457110000e-06,2.45496e+06,2.568250000e-04,1.1290,5.8830000e-02,PC
5906,9390653,1,9.549280,4.428530000e-06,2.45497e+06,3.631250000e-04,1.7720,6.9690000e-02,PC
5907,9410930,1,1.855560,7.250810000e-08,2.45496e+06,1.851900000e-05,2.4170,3.6170000e-03,PC
5908,9411166,1,1.954500,3.432860000e-06,2.45497e+06,8.354760000e-04,1.9940,6.2130000e-02,PC
5909,9466429,1,44.616800,2.976730000e-04,2.45500e+06,5.297460000e-03,7.7650,8.9300000e-01,PC
5910,9529744,2,17.934900,1.193950000e-04,2.45497e+06,5.283480000e-03,5.0170,3.7580000e-01,PC
5911,9529744,3,8.371640,5.515940000e-05,2.45497e+06,5.026940000e-03,3.8900,1.8540000e-01,PC
5912,9579208,1,4.117510,1.563170000e-05,2.45497e+06,2.331180000e-03,4.3070,9.1580000e-02,PC
5913,9304101,1,13.245100,4.490500000e-05,2.45498e+06,2.660040000e-03,4.2780,2.3430000e-01,PC
5914,9334289,1,5.826650,5.910360000e-06,2.45497e+06,7.402320000e-04,3.0070,1.6940000e-01,PC
5915,9334289,2,18.746500,8.732380000e-05,2.45498e+06,4.012510000e-03,4.0740,5.7190000e-01,PC
5916,9351316,2,161.516000,8.702960000e-04,2.45501e+06,4.440930000e-03,6.5340,5.9030000e-01,PC
5917,9391208,1,16.560600,3.691870000e-05,2.45497e+06,1.859750000e-03,2.0060,1.9620000e-01,PC
5918,9026749,1,66.557900,7.033770000e-04,2.45501e+06,8.931860000e-03,10.4600,1.1400000e+00,PC
5919,9076971,1,9.066890,6.128590000e-05,2.45497e+06,5.813940000e-03,3.0890,5.0900000e-01,PC
5920,9077124,1,3.166300,4.733030000e-06,2.45497e+06,9.526100000e-04,2.9860,1.8510000e-01,PC
5921,9202151,1,1.694730,1.560460000e-06,2.45496e+06,3.513760000e-04,1.5310,1.0560000e-01,PC
5922,9202434,1,173.258000,6.117320000e-04,2.45503e+06,3.344230000e-03,1.3360,1.1110000e+00,PC
5923,9264949,1,11.419100,5.937630000e-05,2.45497e+06,4.298630000e-03,4.3820,7.0500000e-01,PC
5924,8874090,1,13.324000,5.339980000e-05,2.45497e+06,3.326600000e-03,3.3690,6.1050000e-01,PC
